ID Generation Chr Freq.Allele1 Freq.Allele2
   M1 0 1 0.32666665 0.67333335
   M2 0 1 0.81999999 0.18000001
   M3 0 1 0.70666665 0.29333335
   M4 0 1 0.10000000 0.90000000
   M5 0 1 0.10000000 0.90000000
   M6 0 1 0.25666666 0.74333334
   M7 0 1 0.89666665 0.10333335
   M8 0 1 0.88999999 0.11000001
   M9 0 1 0.24333334 0.75666666
  M10 0 1 0.17666666 0.82333334
  M11 0 1 0.90666670 0.09333330
  M12 0 1 0.68333334 0.31666666
  M13 0 1 0.07333333 0.92666667
  M14 0 1 0.13000000 0.87000000
  M15 0 1 0.58333331 0.41666669
  M16 0 1 0.58666664 0.41333336
  M17 0 1 0.88333333 0.11666667
  M18 0 1 0.70333332 0.29666668
  M19 0 1 0.75333333 0.24666667
  M20 0 1 0.23666666 0.76333334
  M21 0 1 0.17000000 0.83000000
  M22 0 1 0.29666665 0.70333335
  M23 0 1 0.29333332 0.70666668
  M24 0 1 0.54666668 0.45333332
  M25 0 1 0.12666667 0.87333333
  M26 0 1 0.17666666 0.82333334
  M27 0 1 0.22333333 0.77666667
  M28 0 1 0.69000000 0.31000000
  M29 0 1 0.50333333 0.49666667
  M30 0 1 0.84666669 0.15333331
  M31 0 1 0.36333334 0.63666666
  M32 0 1 0.46333334 0.53666666
  M33 0 1 0.33000001 0.66999999
  M34 0 1 0.55666667 0.44333333
  M35 0 1 0.78666669 0.21333331
  M36 0 1 0.50666666 0.49333334
  M37 0 1 0.19333333 0.80666667
  M38 0 1 0.28999999 0.71000001
  M39 0 1 0.56666666 0.43333334
  M40 0 1 0.62666667 0.37333333
  M41 0 1 0.81666666 0.18333334
  M42 0 1 0.68333334 0.31666666
  M43 0 1 0.33333334 0.66666666
  M44 0 1 0.34333333 0.65666667
  M45 0 1 0.78666669 0.21333331
  M46 0 1 0.21333334 0.78666666
  M47 0 1 0.90333331 0.09666669
  M48 0 1 0.36333334 0.63666666
  M49 0 1 0.41666666 0.58333334
  M50 0 1 0.44000000 0.56000000
  M51 0 1 0.44333333 0.55666667
  M52 0 1 0.10000000 0.90000000
  M53 0 1 0.45666668 0.54333332
  M54 0 1 0.36666667 0.63333333
  M55 0 1 0.94333333 0.05666667
  M56 0 1 0.90333331 0.09666669
  M57 0 1 0.76333332 0.23666668
  M58 0 1 0.26666668 0.73333332
  M59 0 1 0.41333333 0.58666667
  M60 0 1 0.07000000 0.93000000
  M61 0 1 0.61666667 0.38333333
  M62 0 1 0.30000001 0.69999999
  M63 0 1 0.32333332 0.67666668
  M64 0 1 0.39666668 0.60333332
  M65 0 1 0.69999999 0.30000001
  M66 0 1 0.62000000 0.38000000
  M67 0 1 0.13333334 0.86666666
  M68 0 1 0.56333333 0.43666667
  M69 0 1 0.39333335 0.60666665
  M70 0 1 0.56000000 0.44000000
  M71 0 1 0.74000001 0.25999999
  M72 0 1 0.29333332 0.70666668
  M73 0 1 0.87333333 0.12666667
  M74 0 1 0.12333333 0.87666667
  M75 0 1 0.81333333 0.18666667
  M76 0 1 0.90333331 0.09666669
  M77 0 1 0.36333334 0.63666666
  M78 0 1 0.23666666 0.76333334
  M79 0 1 0.18333334 0.81666666
  M80 0 1 0.49333334 0.50666666
  M81 0 1 0.67000002 0.32999998
  M82 0 1 0.50000000 0.50000000
  M83 0 1 0.38666666 0.61333334
  M84 0 1 0.43666667 0.56333333
  M85 0 1 0.55666667 0.44333333
  M86 0 1 0.24666667 0.75333333
  M87 0 1 0.90333331 0.09666669
  M88 0 1 0.09333333 0.90666667
  M89 0 1 0.17333333 0.82666667
  M90 0 1 0.31666666 0.68333334
  M91 0 1 0.42333335 0.57666665
  M92 0 1 0.66666669 0.33333331
  M93 0 1 0.90666670 0.09333330
  M94 0 1 0.23000000 0.77000000
  M95 0 1 0.61666667 0.38333333
  M96 0 1 0.28000000 0.72000000
  M97 0 1 0.56666666 0.43333334
  M98 0 1 0.09666666 0.90333334
  M99 0 1 0.43666667 0.56333333
 M100 0 1 0.30000001 0.69999999
 M101 0 1 0.62000000 0.38000000
 M102 0 1 0.54000002 0.45999998
 M103 0 1 0.23999999 0.76000001
 M104 0 1 0.48666668 0.51333332
 M105 0 1 0.78333336 0.21666664
 M106 0 1 0.36000001 0.63999999
 M107 0 1 0.24666667 0.75333333
 M108 0 1 0.18666667 0.81333333
 M109 0 1 0.50000000 0.50000000
 M110 0 1 0.20999999 0.79000001
 M111 0 1 0.32333332 0.67666668
 M112 0 1 0.58333331 0.41666669
 M113 0 1 0.43333334 0.56666666
 M114 0 1 0.33666667 0.66333333
 M115 0 1 0.45333335 0.54666665
 M116 0 1 0.28999999 0.71000001
 M117 0 1 0.55666667 0.44333333
 M118 0 1 0.81999999 0.18000001
 M119 0 1 0.29333332 0.70666668
 M120 0 1 0.70999998 0.29000002
 M121 0 1 0.58999997 0.41000003
 M122 0 1 0.50666666 0.49333334
 M123 0 1 0.90666670 0.09333330
 M124 0 1 0.65666670 0.34333330
 M125 0 1 0.47999999 0.52000001
 M126 0 1 0.94333333 0.05666667
 M127 0 1 0.09333333 0.90666667
 M128 0 1 0.22666667 0.77333333
 M129 0 1 0.65333331 0.34666669
 M130 0 1 0.07333333 0.92666667
 M131 0 1 0.51666665 0.48333335
 M132 0 1 0.88999999 0.11000001
 M133 0 1 0.67333335 0.32666665
 M134 0 1 0.41000000 0.59000000
 M135 0 1 0.48666668 0.51333332
 M136 0 1 0.31000000 0.69000000
 M137 0 1 0.61000001 0.38999999
 M138 0 1 0.57666665 0.42333335
 M139 0 1 0.88000000 0.12000000
 M140 0 1 0.38000000 0.62000000
 M141 0 1 0.49333334 0.50666666
 M142 0 1 0.62333333 0.37666667
 M143 0 1 0.90333331 0.09666669
 M144 0 1 0.58333331 0.41666669
 M145 0 1 0.49000001 0.50999999
 M146 0 1 0.71333331 0.28666669
 M147 0 1 0.76333332 0.23666668
 M148 0 1 0.60666668 0.39333332
 M149 0 1 0.68000001 0.31999999
 M150 0 1 0.09333333 0.90666667
 M151 0 1 0.14666666 0.85333334
 M152 0 1 0.13666667 0.86333333
 M153 0 1 0.16333333 0.83666667
 M154 0 1 0.89999998 0.10000002
 M155 0 1 0.76333332 0.23666668
 M156 0 1 0.49000001 0.50999999
 M157 0 1 0.19333333 0.80666667
 M158 0 1 0.20000000 0.80000000
 M159 0 1 0.70666665 0.29333335
 M160 0 1 0.90666670 0.09333330
 M161 0 1 0.12333333 0.87666667
 M162 0 1 0.82333332 0.17666668
 M163 0 1 0.12000000 0.88000000
 M164 0 1 0.47666666 0.52333334
 M165 0 1 0.70999998 0.29000002
 M166 0 1 0.43000001 0.56999999
 M167 0 1 0.40666667 0.59333333
 M168 0 1 0.29666665 0.70333335
 M169 0 1 0.09666666 0.90333334
 M170 0 1 0.93666667 0.06333333
 M171 0 1 0.36666667 0.63333333
 M172 0 1 0.69999999 0.30000001
 M173 0 1 0.05666667 0.94333333
 M174 0 1 0.83999997 0.16000003
 M175 0 1 0.72333336 0.27666664
 M176 0 1 0.57333332 0.42666668
 M177 0 1 0.25666666 0.74333334
 M178 0 1 0.32333332 0.67666668
 M179 0 1 0.62333333 0.37666667
 M180 0 1 0.21333334 0.78666666
 M181 0 1 0.37333333 0.62666667
 M182 0 1 0.12666667 0.87333333
 M183 0 1 0.53666669 0.46333331
 M184 0 1 0.30000001 0.69999999
 M185 0 1 0.55333334 0.44666666
 M186 0 1 0.79666668 0.20333332
 M187 0 1 0.89999998 0.10000002
 M188 0 1 0.63333333 0.36666667
 M189 0 1 0.23000000 0.77000000
 M190 0 1 0.26666668 0.73333332
 M191 0 1 0.44666666 0.55333334
 M192 0 1 0.07333333 0.92666667
 M193 0 1 0.46333334 0.53666666
 M194 0 1 0.31000000 0.69000000
 M195 0 1 0.20000000 0.80000000
 M196 0 1 0.58999997 0.41000003
 M197 0 1 0.23000000 0.77000000
 M198 0 1 0.69000000 0.31000000
 M199 0 1 0.63999999 0.36000001
 M200 0 1 0.23999999 0.76000001
 M201 0 1 0.42666668 0.57333332
 M202 0 1 0.70999998 0.29000002
 M203 0 1 0.63999999 0.36000001
 M204 0 1 0.28000000 0.72000000
