ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 2 1 0.106 0.89400000
  Q2 2 1 0.873 0.12699997
  Q3 2 1 0.447 0.55300000
  Q4 2 1 0.429 0.57100001
  Q5 2 1 0.702 0.29799998
  Q6 2 1 0.533 0.46700001
  Q7 2 1 0.383 0.61700001
  Q8 2 1 0.324 0.67600000
  Q9 2 1 0.362 0.63800001
 Q10 2 1 0.276 0.72400001
 Q11 2 1 0.659 0.34100002
 Q12 2 1 0.341 0.65900001
 Q13 2 1 0.697 0.30299997
 Q14 2 1 0.250 0.75000000
 Q15 2 1 0.365 0.63499999
 Q16 2 1 0.878 0.12199998
 Q17 2 1 0.460 0.53999999
 Q18 2 1 0.186 0.81400000
 Q19 2 1 0.280 0.72000000
 Q20 2 1 0.938 0.06199998
 Q21 2 1 0.520 0.48000002
 Q22 2 1 0.762 0.23799998
 Q23 2 1 0.539 0.46100003
 Q24 2 1 0.948 0.05199999
 Q25 2 1 0.324 0.67600000
 Q26 2 1 0.236 0.76400000
 Q27 2 1 0.756 0.24400002
 Q28 2 1 0.485 0.51499999
 Q29 2 1 0.844 0.15600002
 Q30 2 1 0.328 0.67199999
 Q31 2 1 0.608 0.39200002
 Q32 2 1 0.421 0.57900000
 Q33 2 1 0.094 0.90600000
 Q34 2 1 0.789 0.21100003
 Q35 2 2 0.517 0.48299998
 Q36 2 2 0.160 0.84000000
 Q37 2 2 0.362 0.63800001
 Q38 2 2 0.886 0.11400002
 Q39 2 2 0.649 0.35100001
 Q40 2 2 0.579 0.42100000
 Q41 2 2 0.846 0.15399998
 Q42 2 2 0.710 0.29000002
 Q43 2 2 0.701 0.29900002
 Q44 2 2 0.427 0.57300001
 Q45 2 2 0.430 0.56999999
 Q46 2 2 0.265 0.73500001
 Q47 2 2 0.885 0.11500001
 Q48 2 2 0.594 0.40600002
 Q49 2 2 0.290 0.71000001
 Q50 2 2 0.104 0.89600000
 Q51 2 2 0.927 0.07300001
 Q52 2 2 0.369 0.63100001
 Q53 2 2 0.252 0.74800000
 Q54 2 2 0.116 0.88400000
 Q55 2 2 0.308 0.69200000
 Q56 2 2 0.436 0.56400001
 Q57 2 2 0.709 0.29100001
 Q58 2 2 0.336 0.66400000
 Q59 2 2 0.638 0.36199999
 Q60 2 2 0.619 0.38099998
 Q61 2 2 0.913 0.08700001
 Q62 2 2 0.699 0.30100000
 Q63 2 2 0.414 0.58600000
 Q64 2 2 0.292 0.70800000
 Q65 2 2 0.458 0.54200000
 Q66 2 2 0.688 0.31199998
 Q67 2 2 0.182 0.81800000
 Q68 2 2 0.501 0.49900001
 Q69 2 2 0.247 0.75300001
 Q70 2 2 0.781 0.21899998
 Q71 2 2 0.461 0.53900000
 Q72 2 2 0.744 0.25599998
 Q73 2 2 0.764 0.23600000
 Q74 2 2 0.687 0.31300002
 Q75 2 2 0.270 0.72999999
 Q76 2 3 0.390 0.61000001
 Q77 2 3 0.327 0.67300001
 Q78 2 3 0.102 0.89800000
 Q79 2 3 0.427 0.57300001
 Q80 2 3 0.839 0.16100001
 Q81 2 3 0.525 0.47500002
 Q82 2 3 0.656 0.34399998
 Q83 2 3 0.423 0.57699999
 Q84 2 3 0.555 0.44499999
 Q85 2 3 0.350 0.65000001
 Q86 2 3 0.264 0.73600000
 Q87 2 3 0.384 0.61600000
 Q88 2 3 0.080 0.92000000
 Q89 2 3 0.688 0.31199998
 Q90 2 3 0.657 0.34299999
 Q91 2 3 0.068 0.93200000
 Q92 2 3 0.432 0.56799999
 Q93 2 3 0.250 0.75000000
 Q94 2 3 0.255 0.74500000
 Q95 2 3 0.391 0.60900000
 Q96 2 3 0.562 0.43800002
 Q97 2 3 0.757 0.24299997
 Q98 2 3 0.634 0.36600000
 Q99 2 3 0.935 0.06500000
Q100 2 3 0.413 0.58700001
Q101 2 3 0.880 0.12000000
Q102 2 3 0.032 0.96800000
Q103 2 3 0.688 0.31199998
Q104 2 3 0.635 0.36500001
Q105 2 3 0.708 0.29200000
Q106 2 3 0.757 0.24299997
Q107 2 3 0.467 0.53299999
Q108 2 3 0.865 0.13499999
Q109 2 3 0.116 0.88400000
Q110 2 3 0.895 0.10500002
Q111 2 3 0.245 0.75500000
Q112 2 3 0.774 0.22600001
Q113 2 3 0.648 0.35200000
Q114 2 3 0.087 0.91300000
Q115 2 3 0.431 0.56900001
