ID Generation Chr Freq.Allele1 Freq.Allele2
   M1 4 1 0.316 0.68399999
   M2 4 1 0.749 0.25099999
   M3 4 1 0.668 0.33200002
   M4 4 1 0.141 0.85900000
   M5 4 1 0.100 0.90000000
   M6 4 1 0.283 0.71700001
   M7 4 1 0.859 0.14099997
   M8 4 1 0.941 0.05900002
   M9 4 1 0.265 0.73500001
  M10 4 1 0.169 0.83100000
  M11 4 1 0.891 0.10900003
  M12 4 1 0.691 0.30900002
  M13 4 1 0.449 0.55100000
  M14 4 1 0.077 0.92300000
  M15 4 1 0.625 0.37500000
  M16 4 1 0.512 0.48799998
  M17 4 1 0.878 0.12199998
  M18 4 1 0.732 0.26800001
  M19 4 1 0.757 0.24299997
  M20 4 1 0.264 0.73600000
  M21 4 1 0.125 0.87500000
  M22 4 1 0.328 0.67199999
  M23 4 1 0.307 0.69299999
  M24 4 1 0.580 0.42000002
  M25 4 1 0.042 0.95800000
  M26 4 1 0.223 0.77700000
  M27 4 1 0.241 0.75900000
  M28 4 1 0.597 0.40300000
  M29 4 1 0.482 0.51800001
  M30 4 1 0.427 0.57300001
  M31 4 1 0.460 0.53999999
  M32 4 1 0.286 0.71399999
  M33 4 1 0.525 0.47500002
  M34 4 1 0.744 0.25599998
  M35 4 1 0.440 0.56000000
  M36 4 1 0.138 0.86200000
  M37 4 1 0.324 0.67600000
  M38 4 1 0.699 0.30100000
  M39 4 1 0.703 0.29699999
  M40 4 1 0.944 0.05599999
  M41 4 1 0.723 0.27700001
  M42 4 1 0.321 0.67899999
  M43 4 1 0.345 0.65500000
  M44 4 1 0.798 0.20200002
  M45 4 1 0.140 0.86000000
  M46 4 1 0.855 0.14499998
  M47 4 1 0.728 0.27200001
  M48 4 1 0.312 0.68799999
  M49 4 1 0.453 0.54699999
  M50 4 1 0.453 0.54699999
  M51 4 1 0.484 0.51600000
  M52 4 1 0.422 0.57800001
  M53 4 1 0.046 0.95400000
  M54 4 1 0.402 0.59799999
  M55 4 1 0.935 0.06500000
  M56 4 1 0.897 0.10299999
  M57 4 1 0.335 0.66499999
  M58 4 1 0.754 0.24599999
  M59 4 1 0.201 0.79899999
  M60 4 1 0.041 0.95900000
  M61 4 1 0.578 0.42199999
  M62 4 1 0.249 0.75100000
  M63 4 1 0.364 0.63600001
  M64 4 1 0.315 0.68500000
  M65 4 1 0.725 0.27499998
  M66 4 1 0.451 0.54899999
  M67 4 1 0.608 0.39200002
  M68 4 1 0.197 0.80300000
  M69 4 1 0.557 0.44300002
  M70 4 1 0.475 0.52500001
  M71 4 1 0.352 0.64800000
  M72 4 1 0.648 0.35200000
  M73 4 1 0.723 0.27700001
  M74 4 1 0.337 0.66299999
  M75 4 1 0.920 0.07999998
  M76 4 1 0.197 0.80300000
  M77 4 1 0.840 0.16000003
  M78 4 1 0.895 0.10500002
  M79 4 1 0.386 0.61399999
  M80 4 1 0.275 0.72499999
  M81 4 1 0.195 0.80500001
  M82 4 1 0.368 0.63200000
  M83 4 1 0.505 0.49500000
  M84 4 1 0.674 0.32599998
  M85 4 1 0.548 0.45200002
  M86 4 1 0.386 0.61399999
  M87 4 1 0.458 0.54200000
  M88 4 1 0.554 0.44599998
  M89 4 1 0.241 0.75900000
  M90 4 1 0.868 0.13200003
  M91 4 1 0.035 0.96500000
  M92 4 1 0.181 0.81900001
  M93 4 1 0.333 0.66700000
  M94 4 1 0.451 0.54899999
  M95 4 1 0.723 0.27700001
  M96 4 1 0.918 0.08200002
  M97 4 1 0.256 0.74399999
  M98 4 1 0.558 0.44199997
  M99 4 1 0.268 0.73199999
 M100 4 1 0.494 0.50600001
 M101 4 1 0.088 0.91200000
 M102 4 1 0.372 0.62799999
 M103 4 1 0.248 0.75200000
 M104 4 1 0.693 0.30699998
 M105 4 1 0.485 0.51499999
 M106 4 1 0.354 0.64600000
 M107 4 1 0.766 0.23400003
 M108 4 1 0.201 0.79899999
 M109 4 1 0.235 0.76500000
 M110 4 1 0.393 0.60699999
 M111 4 1 0.202 0.79799999
 M112 4 1 0.277 0.72299999
 M113 4 1 0.654 0.34600002
 M114 4 1 0.426 0.57400000
 M115 4 1 0.342 0.65799999
 M116 4 1 0.478 0.52200001
 M117 4 1 0.391 0.60900000
 M118 4 1 0.586 0.41399997
 M119 4 1 0.830 0.17000002
 M120 4 1 0.357 0.64300001
 M121 4 1 0.707 0.29299998
 M122 4 1 0.556 0.44400001
 M123 4 1 0.535 0.46499997
 M124 4 1 0.949 0.05100000
 M125 4 1 0.703 0.29699999
 M126 4 1 0.554 0.44599998
 M127 4 1 0.904 0.09600002
 M128 4 1 0.055 0.94500000
 M129 4 1 0.166 0.83400001
 M130 4 1 0.705 0.29500002
 M131 4 1 0.044 0.95600000
 M132 4 1 0.427 0.57300001
 M133 4 1 0.958 0.04200000
 M134 4 1 0.644 0.35600001
 M135 4 1 0.300 0.69999999
 M136 4 1 0.401 0.59900001
 M137 4 1 0.330 0.66999999
 M138 4 1 0.578 0.42199999
 M139 4 1 0.599 0.40100002
 M140 4 1 0.253 0.74700001
 M141 4 1 0.888 0.11199999
 M142 4 1 0.336 0.66400000
 M143 4 1 0.421 0.57900000
 M144 4 1 0.530 0.47000003
 M145 4 1 0.893 0.10699999
 M146 4 1 0.636 0.36400002
 M147 4 1 0.478 0.52200001
 M148 4 1 0.674 0.32599998
 M149 4 1 0.829 0.17100000
 M150 4 1 0.543 0.45700002
 M151 4 1 0.717 0.28299999
 M152 4 1 0.061 0.93900000
 M153 4 1 0.167 0.83300000
 M154 4 1 0.156 0.84400000
 M155 4 1 0.177 0.82300000
 M156 4 1 0.740 0.25999999
 M157 4 1 0.895 0.10500002
 M158 4 1 0.748 0.25199997
 M159 4 1 0.471 0.52900001
 M160 4 1 0.247 0.75300001
 M161 4 1 0.264 0.73600000
 M162 4 1 0.675 0.32499999
 M163 4 1 0.933 0.06699997
 M164 4 1 0.070 0.93000000
 M165 4 1 0.839 0.16100001
 M166 4 1 0.136 0.86399999
 M167 4 1 0.410 0.59000000
 M168 4 1 0.660 0.33999997
 M169 4 1 0.194 0.80599999
 M170 4 1 0.511 0.48900002
 M171 4 1 0.353 0.64700001
 M172 4 1 0.285 0.71500000
 M173 4 1 0.108 0.89200000
 M174 4 1 0.949 0.05100000
 M175 4 1 0.161 0.83900000
 M176 4 1 0.391 0.60900000
 M177 4 1 0.687 0.31300002
 M178 4 1 0.046 0.95400000
 M179 4 1 0.830 0.17000002
 M180 4 1 0.686 0.31400001
 M181 4 1 0.546 0.45400000
 M182 4 1 0.254 0.74599999
 M183 4 1 0.672 0.32800001
 M184 4 1 0.231 0.76899999
 M185 4 1 0.287 0.71300000
 M186 4 1 0.379 0.62099999
 M187 4 1 0.137 0.86300001
 M188 4 1 0.511 0.48900002
 M189 4 1 0.550 0.44999999
 M190 4 1 0.826 0.17400002
 M191 4 1 0.722 0.27800000
 M192 4 1 0.850 0.14999998
 M193 4 1 0.668 0.33200002
 M194 4 1 0.290 0.71000001
 M195 4 1 0.306 0.69400001
 M196 4 1 0.424 0.57600001
 M197 4 1 0.070 0.93000000
 M198 4 1 0.533 0.46700001
 M199 4 1 0.267 0.73300001
 M200 4 1 0.250 0.75000000
 M201 4 1 0.751 0.24900001
 M202 4 1 0.709 0.29100001
 M203 4 1 0.240 0.76000001
 M204 4 1 0.711 0.28899997
 M205 4 1 0.626 0.37400001
 M206 4 1 0.276 0.72400001
 M207 4 1 0.417 0.58300000
 M208 4 1 0.646 0.35399997
 M209 4 1 0.533 0.46700001
 M210 4 1 0.212 0.78800000
 M211 4 1 0.512 0.48799998
 M212 4 1 0.530 0.47000003
 M213 4 1 0.523 0.47700000
 M214 4 1 0.618 0.38200003
 M215 4 1 0.083 0.91700000
 M216 4 1 0.572 0.42799997
 M217 4 1 0.320 0.68000001
 M218 4 1 0.381 0.61899999
 M219 4 1 0.797 0.20300001
 M220 4 1 0.076 0.92400000
 M221 4 1 0.677 0.32300001
 M222 4 1 0.047 0.95300000
 M223 4 1 0.796 0.20400000
 M224 4 1 0.430 0.56999999
 M225 4 1 0.241 0.75900000
 M226 4 1 0.403 0.59700000
 M227 4 1 0.290 0.71000001
 M228 4 1 0.441 0.55899999
 M229 4 1 0.531 0.46899998
 M230 4 1 0.418 0.58199999
 M231 4 1 0.158 0.84199999
 M232 4 1 0.391 0.60900000
 M233 4 1 0.190 0.81000000
 M234 4 1 0.397 0.60299999
 M235 4 1 0.374 0.62599999
 M236 4 1 0.084 0.91600000
 M237 4 1 0.829 0.17100000
 M238 4 1 0.359 0.64100000
 M239 4 1 0.482 0.51800001
 M240 4 1 0.769 0.23100001
 M241 4 1 0.744 0.25599998
 M242 4 1 0.629 0.37099999
 M243 4 1 0.297 0.70300001
 M244 4 1 0.268 0.73199999
 M245 4 1 0.892 0.10799998
 M246 4 1 0.051 0.94900000
 M247 4 1 0.895 0.10500002
 M248 4 1 0.800 0.19999999
 M249 4 1 0.852 0.14800000
 M250 4 1 0.528 0.47200000
 M251 4 1 0.492 0.50799999
 M252 4 1 0.919 0.08099997
 M253 4 1 0.814 0.18599999
 M254 4 1 0.220 0.78000000
 M255 4 1 0.813 0.18699998
 M256 4 1 0.872 0.12800002
 M257 4 1 0.241 0.75900000
 M258 4 1 0.465 0.53500000
 M259 4 1 0.792 0.20800000
 M260 4 1 0.891 0.10900003
 M261 4 1 0.258 0.74200001
 M262 4 1 0.774 0.22600001
 M263 4 1 0.400 0.59999999
 M264 4 1 0.218 0.78200001
 M265 4 1 0.262 0.73800001
 M266 4 1 0.789 0.21100003
 M267 4 1 0.887 0.11299998
 M268 4 1 0.727 0.27300000
 M269 4 1 0.792 0.20800000
 M270 4 1 0.364 0.63600001
 M271 4 1 0.523 0.47700000
 M272 4 1 0.117 0.88300000
 M273 4 1 0.705 0.29500002
 M274 4 1 0.329 0.67100000
 M275 4 1 0.685 0.31500000
 M276 4 1 0.392 0.60800001
 M277 4 1 0.600 0.39999998
 M278 4 1 0.415 0.58500001
