ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 4 1 0.123 0.87700000
  Q2 4 1 0.888 0.11199999
  Q3 4 1 0.419 0.58100000
  Q4 4 1 0.385 0.61500001
  Q5 4 1 0.697 0.30299997
  Q6 4 1 0.565 0.43500000
  Q7 4 1 0.398 0.60200000
  Q8 4 1 0.401 0.59900001
  Q9 4 1 0.361 0.63900000
 Q10 4 1 0.305 0.69499999
 Q11 4 1 0.710 0.29000002
 Q12 4 1 0.350 0.65000001
 Q13 4 1 0.651 0.34899998
 Q14 4 1 0.295 0.70500001
 Q15 4 1 0.364 0.63600001
 Q16 4 1 0.900 0.10000002
 Q17 4 1 0.474 0.52599999
 Q18 4 1 0.244 0.75600000
 Q19 4 1 0.266 0.73400000
 Q20 4 1 0.917 0.08300000
 Q21 4 1 0.576 0.42400002
 Q22 4 1 0.791 0.20899999
 Q23 4 1 0.558 0.44199997
 Q24 4 1 0.930 0.06999999
 Q25 4 1 0.276 0.72400001
 Q26 4 1 0.232 0.76800001
 Q27 4 1 0.748 0.25199997
 Q28 4 1 0.525 0.47500002
 Q29 4 1 0.818 0.18199998
 Q30 4 1 0.337 0.66299999
 Q31 4 1 0.609 0.39099997
 Q32 4 1 0.489 0.51100001
 Q33 4 1 0.144 0.85600001
 Q34 4 1 0.802 0.19800001
 Q35 4 2 0.554 0.44599998
 Q36 4 2 0.145 0.85500000
 Q37 4 2 0.341 0.65900001
 Q38 4 2 0.914 0.08600003
 Q39 4 2 0.676 0.32400000
 Q40 4 2 0.568 0.43199998
 Q41 4 2 0.884 0.11600000
 Q42 4 2 0.746 0.25400001
 Q43 4 2 0.727 0.27300000
 Q44 4 2 0.459 0.54100001
 Q45 4 2 0.464 0.53600001
 Q46 4 2 0.298 0.70199999
 Q47 4 2 0.876 0.12400001
 Q48 4 2 0.612 0.38800001
 Q49 4 2 0.258 0.74200001
 Q50 4 2 0.096 0.90400000
 Q51 4 2 0.950 0.05000001
 Q52 4 2 0.360 0.63999999
 Q53 4 2 0.235 0.76500000
 Q54 4 2 0.138 0.86200000
 Q55 4 2 0.294 0.70600000
 Q56 4 2 0.405 0.59500000
 Q57 4 2 0.725 0.27499998
 Q58 4 2 0.362 0.63800001
 Q59 4 2 0.616 0.38400000
 Q60 4 2 0.567 0.43300003
 Q61 4 2 0.896 0.10399997
 Q62 4 2 0.620 0.38000000
 Q63 4 2 0.411 0.58899999
 Q64 4 2 0.247 0.75300001
 Q65 4 2 0.497 0.50299999
 Q66 4 2 0.685 0.31500000
 Q67 4 2 0.205 0.79500000
 Q68 4 2 0.404 0.59599999
 Q69 4 2 0.180 0.81999999
 Q70 4 2 0.745 0.25500000
 Q71 4 2 0.484 0.51600000
 Q72 4 2 0.713 0.28700000
 Q73 4 2 0.808 0.19199997
 Q74 4 2 0.689 0.31099999
 Q75 4 2 0.240 0.76000001
 Q76 4 3 0.456 0.54400000
 Q77 4 3 0.288 0.71200001
 Q78 4 3 0.108 0.89200000
 Q79 4 3 0.408 0.59200001
 Q80 4 3 0.820 0.18000001
 Q81 4 3 0.572 0.42799997
 Q82 4 3 0.634 0.36600000
 Q83 4 3 0.484 0.51600000
 Q84 4 3 0.470 0.53000000
 Q85 4 3 0.377 0.62300000
 Q86 4 3 0.315 0.68500000
 Q87 4 3 0.397 0.60299999
 Q88 4 3 0.100 0.90000000
 Q89 4 3 0.715 0.28500003
 Q90 4 3 0.642 0.35799998
 Q91 4 3 0.039 0.96100000
 Q92 4 3 0.440 0.56000000
 Q93 4 3 0.270 0.72999999
 Q94 4 3 0.229 0.77100000
 Q95 4 3 0.368 0.63200000
 Q96 4 3 0.561 0.43900001
 Q97 4 3 0.710 0.29000002
 Q98 4 3 0.558 0.44199997
 Q99 4 3 0.962 0.03799999
Q100 4 3 0.410 0.59000000
Q101 4 3 0.875 0.12500000
Q102 4 3 0.017 0.98300000
Q103 4 3 0.734 0.26599997
Q104 4 3 0.691 0.30900002
Q105 4 3 0.648 0.35200000
Q106 4 3 0.707 0.29299998
Q107 4 3 0.426 0.57400000
Q108 4 3 0.853 0.14700001
Q109 4 3 0.152 0.84800000
Q110 4 3 0.924 0.07599998
Q111 4 3 0.239 0.76100001
Q112 4 3 0.815 0.18500000
Q113 4 3 0.626 0.37400001
Q114 4 3 0.124 0.87600000
Q115 4 3 0.404 0.59599999
