ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 3 1 0.126 0.87400000
  Q2 3 1 0.891 0.10900003
  Q3 3 1 0.421 0.57900000
  Q4 3 1 0.437 0.56299999
  Q5 3 1 0.727 0.27300000
  Q6 3 1 0.535 0.46499997
  Q7 3 1 0.394 0.60600001
  Q8 3 1 0.360 0.63999999
  Q9 3 1 0.370 0.63000000
 Q10 3 1 0.291 0.70899999
 Q11 3 1 0.730 0.26999998
 Q12 3 1 0.305 0.69499999
 Q13 3 1 0.700 0.30000001
 Q14 3 1 0.287 0.71300000
 Q15 3 1 0.343 0.65700001
 Q16 3 1 0.893 0.10699999
 Q17 3 1 0.505 0.49500000
 Q18 3 1 0.234 0.76600000
 Q19 3 1 0.292 0.70800000
 Q20 3 1 0.930 0.06999999
 Q21 3 1 0.578 0.42199999
 Q22 3 1 0.798 0.20200002
 Q23 3 1 0.509 0.49100000
 Q24 3 1 0.948 0.05199999
 Q25 3 1 0.307 0.69299999
 Q26 3 1 0.214 0.78600000
 Q27 3 1 0.760 0.24000001
 Q28 3 1 0.526 0.47399998
 Q29 3 1 0.821 0.17900002
 Q30 3 1 0.322 0.67800000
 Q31 3 1 0.638 0.36199999
 Q32 3 1 0.464 0.53600001
 Q33 3 1 0.117 0.88300000
 Q34 3 1 0.775 0.22500002
 Q35 3 2 0.525 0.47500002
 Q36 3 2 0.148 0.85200000
 Q37 3 2 0.385 0.61500001
 Q38 3 2 0.899 0.10100001
 Q39 3 2 0.656 0.34399998
 Q40 3 2 0.559 0.44099998
 Q41 3 2 0.837 0.16299999
 Q42 3 2 0.712 0.28799999
 Q43 3 2 0.723 0.27700001
 Q44 3 2 0.452 0.54800001
 Q45 3 2 0.466 0.53400001
 Q46 3 2 0.283 0.71700001
 Q47 3 2 0.909 0.09100002
 Q48 3 2 0.664 0.33600003
 Q49 3 2 0.240 0.76000001
 Q50 3 2 0.107 0.89300000
 Q51 3 2 0.933 0.06699997
 Q52 3 2 0.357 0.64300001
 Q53 3 2 0.238 0.76199999
 Q54 3 2 0.134 0.86600000
 Q55 3 2 0.276 0.72400001
 Q56 3 2 0.428 0.57200000
 Q57 3 2 0.684 0.31599998
 Q58 3 2 0.343 0.65700001
 Q59 3 2 0.653 0.34700000
 Q60 3 2 0.594 0.40600002
 Q61 3 2 0.911 0.08899999
 Q62 3 2 0.649 0.35100001
 Q63 3 2 0.419 0.58100000
 Q64 3 2 0.259 0.74100000
 Q65 3 2 0.459 0.54100001
 Q66 3 2 0.670 0.32999998
 Q67 3 2 0.173 0.82700001
 Q68 3 2 0.472 0.52800000
 Q69 3 2 0.203 0.79700001
 Q70 3 2 0.777 0.22299999
 Q71 3 2 0.454 0.54600000
 Q72 3 2 0.760 0.24000001
 Q73 3 2 0.793 0.20700002
 Q74 3 2 0.713 0.28700000
 Q75 3 2 0.284 0.71599999
 Q76 3 3 0.425 0.57499999
 Q77 3 3 0.277 0.72299999
 Q78 3 3 0.086 0.91400000
 Q79 3 3 0.436 0.56400001
 Q80 3 3 0.818 0.18199998
 Q81 3 3 0.583 0.41700000
 Q82 3 3 0.644 0.35600001
 Q83 3 3 0.463 0.53700000
 Q84 3 3 0.509 0.49100000
 Q85 3 3 0.373 0.62700000
 Q86 3 3 0.280 0.72000000
 Q87 3 3 0.428 0.57200000
 Q88 3 3 0.087 0.91300000
 Q89 3 3 0.717 0.28299999
 Q90 3 3 0.625 0.37500000
 Q91 3 3 0.066 0.93400000
 Q92 3 3 0.416 0.58399999
 Q93 3 3 0.270 0.72999999
 Q94 3 3 0.267 0.73300001
 Q95 3 3 0.390 0.61000001
 Q96 3 3 0.581 0.41900003
 Q97 3 3 0.719 0.28100002
 Q98 3 3 0.588 0.41200000
 Q99 3 3 0.946 0.05400002
Q100 3 3 0.428 0.57200000
Q101 3 3 0.846 0.15399998
Q102 3 3 0.029 0.97100000
Q103 3 3 0.678 0.32200003
Q104 3 3 0.696 0.30400002
Q105 3 3 0.665 0.33499998
Q106 3 3 0.730 0.26999998
Q107 3 3 0.475 0.52500001
Q108 3 3 0.827 0.17299998
Q109 3 3 0.134 0.86600000
Q110 3 3 0.908 0.09200001
Q111 3 3 0.267 0.73300001
Q112 3 3 0.799 0.20099998
Q113 3 3 0.627 0.37300003
Q114 3 3 0.109 0.89100000
Q115 3 3 0.399 0.60100001
