ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 1 1 0.089 0.91100000
  Q2 1 1 0.850 0.14999998
  Q3 1 1 0.452 0.54800001
  Q4 1 1 0.420 0.58000001
  Q5 1 1 0.716 0.28399998
  Q6 1 1 0.499 0.50099999
  Q7 1 1 0.343 0.65700001
  Q8 1 1 0.334 0.66600001
  Q9 1 1 0.313 0.68700001
 Q10 1 1 0.310 0.69000000
 Q11 1 1 0.682 0.31800002
 Q12 1 1 0.325 0.67500001
 Q13 1 1 0.742 0.25800002
 Q14 1 1 0.273 0.72700000
 Q15 1 1 0.342 0.65799999
 Q16 1 1 0.868 0.13200003
 Q17 1 1 0.387 0.61300001
 Q18 1 1 0.166 0.83400001
 Q19 1 1 0.258 0.74200001
 Q20 1 1 0.927 0.07300001
 Q21 1 1 0.538 0.46200001
 Q22 1 1 0.739 0.26099998
 Q23 1 1 0.546 0.45400000
 Q24 1 1 0.942 0.05800003
 Q25 1 1 0.313 0.68700001
 Q26 1 1 0.236 0.76400000
 Q27 1 1 0.769 0.23100001
 Q28 1 1 0.475 0.52500001
 Q29 1 1 0.852 0.14800000
 Q30 1 1 0.321 0.67899999
 Q31 1 1 0.595 0.40499997
 Q32 1 1 0.370 0.63000000
 Q33 1 1 0.124 0.87600000
 Q34 1 1 0.797 0.20300001
 Q35 1 2 0.527 0.47299999
 Q36 1 2 0.202 0.79799999
 Q37 1 2 0.310 0.69000000
 Q38 1 2 0.877 0.12300003
 Q39 1 2 0.677 0.32300001
 Q40 1 2 0.578 0.42199999
 Q41 1 2 0.863 0.13700002
 Q42 1 2 0.689 0.31099999
 Q43 1 2 0.656 0.34399998
 Q44 1 2 0.412 0.58800000
 Q45 1 2 0.443 0.55700001
 Q46 1 2 0.272 0.72799999
 Q47 1 2 0.856 0.14399999
 Q48 1 2 0.555 0.44499999
 Q49 1 2 0.303 0.69700000
 Q50 1 2 0.129 0.87100001
 Q51 1 2 0.926 0.07400000
 Q52 1 2 0.380 0.62000000
 Q53 1 2 0.265 0.73500001
 Q54 1 2 0.101 0.89900000
 Q55 1 2 0.333 0.66700000
 Q56 1 2 0.402 0.59799999
 Q57 1 2 0.695 0.30500001
 Q58 1 2 0.325 0.67500001
 Q59 1 2 0.613 0.38700002
 Q60 1 2 0.689 0.31099999
 Q61 1 2 0.877 0.12300003
 Q62 1 2 0.761 0.23900002
 Q63 1 2 0.373 0.62700000
 Q64 1 2 0.277 0.72299999
 Q65 1 2 0.420 0.58000001
 Q66 1 2 0.731 0.26899999
 Q67 1 2 0.219 0.78100000
 Q68 1 2 0.478 0.52200001
 Q69 1 2 0.230 0.77000000
 Q70 1 2 0.732 0.26800001
 Q71 1 2 0.477 0.52300000
 Q72 1 2 0.763 0.23699999
 Q73 1 2 0.756 0.24400002
 Q74 1 2 0.699 0.30100000
 Q75 1 2 0.306 0.69400001
 Q76 1 3 0.378 0.62200001
 Q77 1 3 0.345 0.65500000
 Q78 1 3 0.098 0.90200000
 Q79 1 3 0.446 0.55399999
 Q80 1 3 0.841 0.15899998
 Q81 1 3 0.497 0.50299999
 Q82 1 3 0.671 0.32900000
 Q83 1 3 0.432 0.56799999
 Q84 1 3 0.568 0.43199998
 Q85 1 3 0.359 0.64100000
 Q86 1 3 0.269 0.73100001
 Q87 1 3 0.356 0.64399999
 Q88 1 3 0.084 0.91600000
 Q89 1 3 0.697 0.30299997
 Q90 1 3 0.611 0.38900000
 Q91 1 3 0.058 0.94200000
 Q92 1 3 0.425 0.57499999
 Q93 1 3 0.212 0.78800000
 Q94 1 3 0.255 0.74500000
 Q95 1 3 0.430 0.56999999
 Q96 1 3 0.524 0.47600001
 Q97 1 3 0.764 0.23600000
 Q98 1 3 0.671 0.32900000
 Q99 1 3 0.930 0.06999999
Q100 1 3 0.447 0.55300000
Q101 1 3 0.817 0.18300003
Q102 1 3 0.063 0.93700000
Q103 1 3 0.648 0.35200000
Q104 1 3 0.669 0.33099997
Q105 1 3 0.702 0.29799998
Q106 1 3 0.769 0.23100001
Q107 1 3 0.473 0.52700001
Q108 1 3 0.838 0.16200000
Q109 1 3 0.106 0.89400000
Q110 1 3 0.869 0.13099998
Q111 1 3 0.265 0.73500001
Q112 1 3 0.750 0.25000000
Q113 1 3 0.690 0.31000000
Q114 1 3 0.090 0.91000000
Q115 1 3 0.440 0.56000000
