ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 2 1 0.1040 0.8959999979
  Q2 2 1 0.6725 0.3274999857
  Q3 2 1 0.7190 0.2810000181
  Q4 2 1 0.7045 0.2954999804
  Q5 2 1 0.2805 0.7195000052
  Q6 2 1 0.6235 0.3765000105
  Q7 2 1 0.4160 0.5839999914
  Q8 2 1 0.0990 0.9010000005
  Q9 2 1 0.3005 0.6994999945
 Q10 2 1 0.3265 0.6735000014
 Q11 2 1 0.6635 0.3364999890
 Q12 2 1 0.5210 0.4789999723
 Q13 2 1 0.9570 0.0429999828
 Q14 2 1 0.4655 0.5345000029
 Q15 2 1 0.8625 0.1374999881
 Q16 2 1 0.7200 0.2799999714
 Q17 2 1 0.5675 0.4325000048
 Q18 2 1 0.2450 0.7549999952
 Q19 2 1 0.2705 0.7294999957
 Q20 2 1 0.1560 0.8439999968
 Q21 2 1 0.4835 0.5164999962
 Q22 2 1 0.9745 0.0254999995
 Q23 2 1 0.5425 0.4574999809
 Q24 2 1 0.2010 0.7989999950
 Q25 2 1 0.7375 0.2624999881
 Q26 2 1 0.8265 0.1735000014
 Q27 2 1 0.5545 0.4455000162
 Q28 2 1 0.5600 0.4399999976
 Q29 2 1 0.2310 0.7689999938
 Q30 2 1 0.9995 0.0005000234
 Q31 2 1 0.7290 0.2710000277
 Q32 2 1 0.1065 0.8935000002
 Q33 2 1 0.8840 0.1159999967
 Q34 2 2 0.8215 0.1784999967
 Q35 2 2 0.2915 0.7084999979
 Q36 2 2 0.6480 0.3519999981
 Q37 2 2 0.7050 0.2950000167
 Q38 2 2 0.2925 0.7075000107
 Q39 2 2 0.8180 0.1819999814
 Q40 2 2 0.0495 0.9505000003
 Q41 2 2 0.3575 0.6425000131
 Q42 2 2 0.5915 0.4085000157
 Q43 2 2 0.9730 0.0270000100
 Q44 2 2 0.8500 0.1499999762
 Q45 2 2 0.2900 0.7100000083
 Q46 2 2 0.8290 0.1710000038
 Q47 2 2 0.1345 0.8655000031
 Q48 2 2 0.1845 0.8155000061
 Q49 2 2 0.7935 0.2064999938
 Q50 2 2 0.5010 0.4990000129
 Q51 2 2 0.2845 0.7154999971
 Q52 2 2 0.1950 0.8050000072
 Q53 2 2 0.6875 0.3125000000
 Q54 2 2 0.4650 0.5349999964
 Q55 2 2 0.2960 0.7039999962
 Q56 2 2 0.6155 0.3845000267
 Q57 2 2 0.8500 0.1499999762
 Q58 2 2 0.5825 0.4175000191
 Q59 2 2 0.7425 0.2574999928
 Q60 2 2 0.7760 0.2239999771
 Q61 2 2 0.9550 0.0450000167
 Q62 2 2 0.3565 0.6435000002
 Q63 2 2 0.5670 0.4330000281
 Q64 2 2 0.5580 0.4419999719
 Q65 2 2 0.3670 0.6329999864
 Q66 2 2 0.3195 0.6805000007
 Q67 2 2 0.7615 0.2384999990
 Q68 2 2 0.6955 0.3044999838
 Q69 2 2 0.1925 0.8075000048
 Q70 2 2 0.4305 0.5694999993
 Q71 2 2 0.1410 0.8589999974
 Q72 2 2 0.1185 0.8814999983
 Q73 2 2 0.1945 0.8055000007
 Q74 2 2 0.1685 0.8314999938
 Q75 2 3 0.1655 0.8344999999
 Q76 2 3 0.6050 0.3949999809
 Q77 2 3 0.0530 0.9470000006
 Q78 2 3 0.5160 0.4840000272
 Q79 2 3 0.6800 0.3199999928
 Q80 2 3 0.6915 0.3084999919
 Q81 2 3 0.8245 0.1754999757
 Q82 2 3 0.5715 0.4284999967
 Q83 2 3 0.9465 0.0534999967
 Q84 2 3 0.7740 0.2260000110
 Q85 2 3 0.3000 0.6999999881
 Q86 2 3 0.1680 0.8320000023
 Q87 2 3 0.3645 0.6355000138
 Q88 2 3 0.4935 0.5065000057
 Q89 2 3 0.3515 0.6484999955
 Q90 2 3 0.5025 0.4975000024
 Q91 2 3 0.4395 0.5604999959
 Q92 2 3 0.3525 0.6475000083
 Q93 2 3 0.6890 0.3109999895
 Q94 2 3 0.8055 0.1945000291
 Q95 2 3 0.7290 0.2710000277
 Q96 2 3 0.3270 0.6730000079
 Q97 2 3 0.8755 0.1244999766
 Q98 2 3 0.6890 0.3109999895
 Q99 2 3 0.6235 0.3765000105
Q100 2 3 0.8815 0.1184999943
Q101 2 3 0.1040 0.8959999979
Q102 2 3 0.3740 0.6259999871
Q103 2 3 0.3715 0.6285000145
Q104 2 3 0.8695 0.1305000186
Q105 2 3 0.5710 0.4290000200
Q106 2 3 0.6870 0.3130000234
Q107 2 3 0.3800 0.6200000048
Q108 2 3 0.9375 0.0625000000
Q109 2 3 0.7840 0.2160000205
Q110 2 3 0.6565 0.3435000181
Q111 2 3 0.8575 0.1424999833
Q112 2 3 0.2220 0.7779999971
Q113 2 3 0.5285 0.4714999795
Q114 2 3 0.4040 0.5959999859
