ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 1 1 0.1375 0.86250000
  Q2 1 1 0.6705 0.32950002
  Q3 1 1 0.7445 0.25550002
  Q4 1 1 0.7450 0.25500000
  Q5 1 1 0.2415 0.75849999
  Q6 1 1 0.6175 0.38249999
  Q7 1 1 0.4090 0.59099999
  Q8 1 1 0.0975 0.90250000
  Q9 1 1 0.2550 0.74500000
 Q10 1 1 0.2640 0.73600000
 Q11 1 1 0.7060 0.29400003
 Q12 1 1 0.5375 0.46249998
 Q13 1 1 0.9340 0.06599998
 Q14 1 1 0.4295 0.57049999
 Q15 1 1 0.8700 0.13000000
 Q16 1 1 0.7005 0.29949999
 Q17 1 1 0.5425 0.45749998
 Q18 1 1 0.2540 0.74599999
 Q19 1 1 0.2635 0.73649999
 Q20 1 1 0.1780 0.82200000
 Q21 1 1 0.4330 0.56700000
 Q22 1 1 0.9815 0.01849997
 Q23 1 1 0.5085 0.49150002
 Q24 1 1 0.2030 0.79700001
 Q25 1 1 0.7295 0.27050000
 Q26 1 1 0.8270 0.17299998
 Q27 1 1 0.5030 0.49699998
 Q28 1 1 0.5470 0.45300001
 Q29 1 1 0.2440 0.75600000
 Q30 1 1 1.0000 0.00000000
 Q31 1 1 0.7200 0.27999997
 Q32 1 1 0.0920 0.90800000
 Q33 1 1 0.8790 0.12099999
 Q34 1 2 0.8170 0.18300003
 Q35 1 2 0.2590 0.74100000
 Q36 1 2 0.5540 0.44599998
 Q37 1 2 0.6480 0.35200000
 Q38 1 2 0.3185 0.68149999
 Q39 1 2 0.7865 0.21350002
 Q40 1 2 0.0365 0.96350000
 Q41 1 2 0.2975 0.70249999
 Q42 1 2 0.5735 0.42650002
 Q43 1 2 0.9460 0.05400002
 Q44 1 2 0.8370 0.16299999
 Q45 1 2 0.2540 0.74599999
 Q46 1 2 0.7775 0.22250003
 Q47 1 2 0.1445 0.85550000
 Q48 1 2 0.1855 0.81450000
 Q49 1 2 0.7310 0.26899999
 Q50 1 2 0.4600 0.53999999
 Q51 1 2 0.2590 0.74100000
 Q52 1 2 0.1730 0.82700001
 Q53 1 2 0.6415 0.35850000
 Q54 1 2 0.5870 0.41299999
 Q55 1 2 0.2785 0.72150001
 Q56 1 2 0.6110 0.38900000
 Q57 1 2 0.7875 0.21249998
 Q58 1 2 0.5925 0.40750003
 Q59 1 2 0.7195 0.28049999
 Q60 1 2 0.8245 0.17549998
 Q61 1 2 0.9545 0.04549998
 Q62 1 2 0.3505 0.64950001
 Q63 1 2 0.4680 0.53200001
 Q64 1 2 0.4630 0.53700000
 Q65 1 2 0.3915 0.60850000
 Q66 1 2 0.4215 0.57850000
 Q67 1 2 0.8155 0.18449998
 Q68 1 2 0.6315 0.36849999
 Q69 1 2 0.1595 0.84050000
 Q70 1 2 0.4300 0.56999999
 Q71 1 2 0.1245 0.87550000
 Q72 1 2 0.0975 0.90250000
 Q73 1 2 0.2075 0.79250000
 Q74 1 2 0.1900 0.81000000
 Q75 1 3 0.1380 0.86200000
 Q76 1 3 0.6015 0.39850003
 Q77 1 3 0.0425 0.95750000
 Q78 1 3 0.5280 0.47200000
 Q79 1 3 0.6340 0.36600000
 Q80 1 3 0.5945 0.40549999
 Q81 1 3 0.8280 0.17199999
 Q82 1 3 0.5740 0.42600000
 Q83 1 3 0.9565 0.04350001
 Q84 1 3 0.7485 0.25150001
 Q85 1 3 0.2805 0.71950001
 Q86 1 3 0.1535 0.84649999
 Q87 1 3 0.3500 0.65000001
 Q88 1 3 0.5215 0.47850001
 Q89 1 3 0.3920 0.60800001
 Q90 1 3 0.5365 0.46350002
 Q91 1 3 0.4250 0.57499999
 Q92 1 3 0.3675 0.63249999
 Q93 1 3 0.6675 0.33249998
 Q94 1 3 0.7645 0.23549998
 Q95 1 3 0.8010 0.19900000
 Q96 1 3 0.3760 0.62400001
 Q97 1 3 0.8510 0.14899999
 Q98 1 3 0.6545 0.34549999
 Q99 1 3 0.6390 0.36100000
Q100 1 3 0.8370 0.16299999
Q101 1 3 0.1115 0.88850000
Q102 1 3 0.3470 0.65300000
Q103 1 3 0.3695 0.63049999
Q104 1 3 0.8400 0.16000003
Q105 1 3 0.5095 0.49049997
Q106 1 3 0.7425 0.25749999
Q107 1 3 0.3675 0.63249999
Q108 1 3 0.9595 0.04049999
Q109 1 3 0.8160 0.18400002
Q110 1 3 0.6530 0.34700000
Q111 1 3 0.8345 0.16549999
Q112 1 3 0.1855 0.81450000
Q113 1 3 0.4795 0.52050000
Q114 1 3 0.4110 0.58899999
