ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 6 1 0.0950 0.905000001
  Q2 6 1 0.5850 0.415000021
  Q3 6 1 0.7590 0.240999997
  Q4 6 1 0.7590 0.240999997
  Q5 6 1 0.2900 0.710000008
  Q6 6 1 0.6685 0.331499994
  Q7 6 1 0.4420 0.557999998
  Q8 6 1 0.0980 0.902000003
  Q9 6 1 0.4205 0.579499990
 Q10 6 1 0.2505 0.749500006
 Q11 6 1 0.6240 0.375999987
 Q12 6 1 0.5935 0.406499982
 Q13 6 1 0.9665 0.033500016
 Q14 6 1 0.5995 0.400500000
 Q15 6 1 0.8845 0.115499973
 Q16 6 1 0.6155 0.384500027
 Q17 6 1 0.5205 0.479499996
 Q18 6 1 0.2865 0.713499993
 Q19 6 1 0.2655 0.734499991
 Q20 6 1 0.1645 0.835500002
 Q21 6 1 0.5145 0.485499978
 Q22 6 1 0.9545 0.045499980
 Q23 6 1 0.5830 0.416999996
 Q24 6 1 0.1515 0.848499998
 Q25 6 1 0.7755 0.224500000
 Q26 6 1 0.8500 0.149999976
 Q27 6 1 0.4620 0.537999988
 Q28 6 1 0.5390 0.461000025
 Q29 6 1 0.1850 0.814999998
 Q30 6 1 1.0000 0.000000000
 Q31 6 1 0.7330 0.267000020
 Q32 6 1 0.1390 0.861000001
 Q33 6 1 0.9350 0.064999998
 Q34 6 2 0.8375 0.162500024
 Q35 6 2 0.3515 0.648499995
 Q36 6 2 0.6405 0.359499991
 Q37 6 2 0.6270 0.373000026
 Q38 6 2 0.3705 0.629500002
 Q39 6 2 0.7735 0.226499975
 Q40 6 2 0.0760 0.924000002
 Q41 6 2 0.4440 0.555999994
 Q42 6 2 0.7460 0.254000008
 Q43 6 2 0.9940 0.005999982
 Q44 6 2 0.8950 0.105000019
 Q45 6 2 0.2910 0.708999991
 Q46 6 2 0.8775 0.122500002
 Q47 6 2 0.2170 0.783000007
 Q48 6 2 0.1120 0.887999997
 Q49 6 2 0.8895 0.110499978
 Q50 6 2 0.6120 0.388000011
 Q51 6 2 0.4075 0.592500001
 Q52 6 2 0.2415 0.758499995
 Q53 6 2 0.6175 0.382499993
 Q54 6 2 0.5350 0.464999974
 Q55 6 2 0.2365 0.763500005
 Q56 6 2 0.6480 0.351999998
 Q57 6 2 0.9320 0.068000019
 Q58 6 2 0.6245 0.375500023
 Q59 6 2 0.7010 0.299000025
 Q60 6 2 0.8155 0.184499979
 Q61 6 2 0.9650 0.035000026
 Q62 6 2 0.4880 0.511999995
 Q63 6 2 0.6550 0.345000029
 Q64 6 2 0.6600 0.339999974
 Q65 6 2 0.2480 0.752000004
 Q66 6 2 0.2350 0.765000001
 Q67 6 2 0.6475 0.352500021
 Q68 6 2 0.8835 0.116500020
 Q69 6 2 0.2465 0.753500000
 Q70 6 2 0.3865 0.613499999
 Q71 6 2 0.1120 0.887999997
 Q72 6 2 0.1420 0.857999995
 Q73 6 2 0.2065 0.793500006
 Q74 6 2 0.1740 0.826000005
 Q75 6 3 0.3070 0.692999989
 Q76 6 3 0.5625 0.437500000
 Q77 6 3 0.0270 0.972999999
 Q78 6 3 0.5015 0.498499990
 Q79 6 3 0.7435 0.256500006
 Q80 6 3 0.7675 0.232500017
 Q81 6 3 0.7160 0.283999979
 Q82 6 3 0.5885 0.411499977
 Q83 6 3 0.9730 0.027000010
 Q84 6 3 0.8345 0.165499985
 Q85 6 3 0.2565 0.743499994
 Q86 6 3 0.0980 0.902000003
 Q87 6 3 0.4170 0.583000004
 Q88 6 3 0.5200 0.480000019
 Q89 6 3 0.2925 0.707500011
 Q90 6 3 0.5530 0.447000027
 Q91 6 3 0.3380 0.662000000
 Q92 6 3 0.3715 0.628500015
 Q93 6 3 0.6895 0.310500026
 Q94 6 3 0.8270 0.172999978
 Q95 6 3 0.7580 0.241999984
 Q96 6 3 0.4155 0.584500015
 Q97 6 3 0.8515 0.148500025
 Q98 6 3 0.6405 0.359499991
 Q99 6 3 0.8645 0.135500014
Q100 6 3 0.8065 0.193499982
Q101 6 3 0.0400 0.960000001
Q102 6 3 0.3380 0.662000000
Q103 6 3 0.3200 0.680000007
Q104 6 3 0.8430 0.157000005
Q105 6 3 0.4920 0.507999986
Q106 6 3 0.7090 0.291000009
Q107 6 3 0.3845 0.615500003
Q108 6 3 0.9480 0.051999986
Q109 6 3 0.7865 0.213500023
Q110 6 3 0.6450 0.355000019
Q111 6 3 0.8905 0.109499991
Q112 6 3 0.2510 0.749000013
Q113 6 3 0.7155 0.284500003
Q114 6 3 0.4295 0.570499986
