ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 7 1 0.0700 0.93000000
  Q2 7 1 0.6145 0.38550001
  Q3 7 1 0.7250 0.27499998
  Q4 7 1 0.7155 0.28450000
  Q5 7 1 0.2980 0.70199999
  Q6 7 1 0.6455 0.35450000
  Q7 7 1 0.4275 0.57249999
  Q8 7 1 0.0765 0.92350000
  Q9 7 1 0.4195 0.58050001
 Q10 7 1 0.2400 0.76000001
 Q11 7 1 0.6215 0.37849998
 Q12 7 1 0.6510 0.34899998
 Q13 7 1 0.9845 0.01550001
 Q14 7 1 0.5425 0.45749998
 Q15 7 1 0.8975 0.10250002
 Q16 7 1 0.6355 0.36449999
 Q17 7 1 0.5435 0.45649999
 Q18 7 1 0.3195 0.68050000
 Q19 7 1 0.2870 0.71300000
 Q20 7 1 0.1750 0.82500000
 Q21 7 1 0.5480 0.45200002
 Q22 7 1 0.9760 0.02399999
 Q23 7 1 0.5405 0.45950001
 Q24 7 1 0.2040 0.79600000
 Q25 7 1 0.7160 0.28399998
 Q26 7 1 0.8395 0.16049999
 Q27 7 1 0.4135 0.58649999
 Q28 7 1 0.5020 0.49800003
 Q29 7 1 0.2375 0.76250000
 Q30 7 1 1.0000 0.00000000
 Q31 7 1 0.7540 0.24599999
 Q32 7 1 0.0920 0.90800000
 Q33 7 1 0.9260 0.07400000
 Q34 7 2 0.8725 0.12750000
 Q35 7 2 0.3765 0.62349999
 Q36 7 2 0.6190 0.38099998
 Q37 7 2 0.6335 0.36650002
 Q38 7 2 0.3640 0.63600001
 Q39 7 2 0.8000 0.19999999
 Q40 7 2 0.0945 0.90550000
 Q41 7 2 0.4255 0.57449999
 Q42 7 2 0.7755 0.22450000
 Q43 7 2 0.9805 0.01950002
 Q44 7 2 0.9405 0.05949998
 Q45 7 2 0.2785 0.72150001
 Q46 7 2 0.8575 0.14249998
 Q47 7 2 0.1765 0.82350001
 Q48 7 2 0.1010 0.89900000
 Q49 7 2 0.9350 0.06500000
 Q50 7 2 0.6680 0.33200002
 Q51 7 2 0.4380 0.56200001
 Q52 7 2 0.2800 0.72000000
 Q53 7 2 0.6335 0.36650002
 Q54 7 2 0.5720 0.42799997
 Q55 7 2 0.2005 0.79950000
 Q56 7 2 0.6440 0.35600001
 Q57 7 2 0.9450 0.05500001
 Q58 7 2 0.6435 0.35650003
 Q59 7 2 0.6160 0.38400000
 Q60 7 2 0.8040 0.19599998
 Q61 7 2 0.9615 0.03850001
 Q62 7 2 0.5785 0.42150003
 Q63 7 2 0.6465 0.35350001
 Q64 7 2 0.6290 0.37099999
 Q65 7 2 0.2730 0.72700000
 Q66 7 2 0.2475 0.75250000
 Q67 7 2 0.6590 0.34100002
 Q68 7 2 0.9155 0.08450001
 Q69 7 2 0.2410 0.75900000
 Q70 7 2 0.3710 0.62900001
 Q71 7 2 0.1010 0.89900000
 Q72 7 2 0.1575 0.84250000
 Q73 7 2 0.2235 0.77650000
 Q74 7 2 0.1980 0.80200000
 Q75 7 3 0.4050 0.59500000
 Q76 7 3 0.6100 0.38999999
 Q77 7 3 0.0280 0.97200000
 Q78 7 3 0.5675 0.43250000
 Q79 7 3 0.7135 0.28649998
 Q80 7 3 0.8395 0.16049999
 Q81 7 3 0.7935 0.20649999
 Q82 7 3 0.4715 0.52849999
 Q83 7 3 0.9810 0.01899999
 Q84 7 3 0.7935 0.20649999
 Q85 7 3 0.3080 0.69200000
 Q86 7 3 0.0860 0.91400000
 Q87 7 3 0.4390 0.56099999
 Q88 7 3 0.6115 0.38849998
 Q89 7 3 0.3295 0.67050001
 Q90 7 3 0.6555 0.34450001
 Q91 7 3 0.3775 0.62250000
 Q92 7 3 0.3285 0.67150000
 Q93 7 3 0.6135 0.38650000
 Q94 7 3 0.8475 0.15249997
 Q95 7 3 0.7720 0.22799999
 Q96 7 3 0.3740 0.62599999
 Q97 7 3 0.8425 0.15750003
 Q98 7 3 0.6665 0.33350003
 Q99 7 3 0.9350 0.06500000
Q100 7 3 0.8370 0.16299999
Q101 7 3 0.0285 0.97150000
Q102 7 3 0.3545 0.64550000
Q103 7 3 0.3055 0.69450000
Q104 7 3 0.8855 0.11449999
Q105 7 3 0.5580 0.44199997
Q106 7 3 0.7140 0.28600001
Q107 7 3 0.2985 0.70150000
Q108 7 3 0.9535 0.04650003
Q109 7 3 0.7775 0.22250003
Q110 7 3 0.6315 0.36849999
Q111 7 3 0.9290 0.07099998
Q112 7 3 0.2105 0.78950000
Q113 7 3 0.6910 0.30900002
Q114 7 3 0.4525 0.54750001
