ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 4 1 0.0835 0.916500002
  Q2 4 1 0.6050 0.394999981
  Q3 4 1 0.7135 0.286499977
  Q4 4 1 0.7510 0.249000013
  Q5 4 1 0.3250 0.675000012
  Q6 4 1 0.6710 0.328999996
  Q7 4 1 0.3945 0.605500013
  Q8 4 1 0.0565 0.943500001
  Q9 4 1 0.3575 0.642500013
 Q10 4 1 0.2730 0.726999998
 Q11 4 1 0.5675 0.432500005
 Q12 4 1 0.6025 0.397499979
 Q13 4 1 0.9485 0.051500022
 Q14 4 1 0.5160 0.484000027
 Q15 4 1 0.8760 0.124000013
 Q16 4 1 0.6745 0.325500011
 Q17 4 1 0.5620 0.438000023
 Q18 4 1 0.2545 0.745499998
 Q19 4 1 0.3210 0.678999990
 Q20 4 1 0.1610 0.839000002
 Q21 4 1 0.5085 0.491500020
 Q22 4 1 0.9920 0.008000016
 Q23 4 1 0.5590 0.440999985
 Q24 4 1 0.1565 0.843500003
 Q25 4 1 0.8065 0.193499982
 Q26 4 1 0.8095 0.190500021
 Q27 4 1 0.4590 0.541000009
 Q28 4 1 0.4785 0.521499991
 Q29 4 1 0.2090 0.790999994
 Q30 4 1 0.9975 0.002499998
 Q31 4 1 0.7045 0.295499980
 Q32 4 1 0.0945 0.905500002
 Q33 4 1 0.9135 0.086499989
 Q34 4 2 0.8315 0.168500006
 Q35 4 2 0.3420 0.657999992
 Q36 4 2 0.6915 0.308499992
 Q37 4 2 0.7325 0.267499983
 Q38 4 2 0.2785 0.721500009
 Q39 4 2 0.7845 0.215499997
 Q40 4 2 0.0465 0.953499999
 Q41 4 2 0.4435 0.556499988
 Q42 4 2 0.6760 0.324000001
 Q43 4 2 0.9870 0.013000011
 Q44 4 2 0.8610 0.138999999
 Q45 4 2 0.3100 0.689999998
 Q46 4 2 0.8670 0.133000016
 Q47 4 2 0.1220 0.877999999
 Q48 4 2 0.1980 0.802000001
 Q49 4 2 0.8725 0.127499998
 Q50 4 2 0.4795 0.520500004
 Q51 4 2 0.3395 0.660499990
 Q52 4 2 0.2450 0.754999995
 Q53 4 2 0.6550 0.345000029
 Q54 4 2 0.5055 0.494499981
 Q55 4 2 0.2415 0.758499995
 Q56 4 2 0.6320 0.367999971
 Q57 4 2 0.8995 0.100499988
 Q58 4 2 0.6280 0.371999979
 Q59 4 2 0.7195 0.280499995
 Q60 4 2 0.7670 0.232999980
 Q61 4 2 0.9680 0.032000005
 Q62 4 2 0.4300 0.569999993
 Q63 4 2 0.5880 0.412000000
 Q64 4 2 0.6035 0.396499991
 Q65 4 2 0.3080 0.692000002
 Q66 4 2 0.3035 0.696500003
 Q67 4 2 0.7270 0.273000002
 Q68 4 2 0.7905 0.209500015
 Q69 4 2 0.2280 0.772000000
 Q70 4 2 0.4265 0.573500007
 Q71 4 2 0.1355 0.864500001
 Q72 4 2 0.1200 0.880000003
 Q73 4 2 0.2415 0.758499995
 Q74 4 2 0.1880 0.812000006
 Q75 4 3 0.2355 0.764500007
 Q76 4 3 0.6135 0.386500001
 Q77 4 3 0.0495 0.950500000
 Q78 4 3 0.5435 0.456499994
 Q79 4 3 0.7335 0.266499996
 Q80 4 3 0.6960 0.304000020
 Q81 4 3 0.8145 0.185500026
 Q82 4 3 0.5795 0.420499980
 Q83 4 3 0.9735 0.026499987
 Q84 4 3 0.7630 0.236999989
 Q85 4 3 0.2420 0.758000001
 Q86 4 3 0.1460 0.854000002
 Q87 4 3 0.3990 0.601000011
 Q88 4 3 0.5245 0.475499988
 Q89 4 3 0.3175 0.682500005
 Q90 4 3 0.5490 0.450999975
 Q91 4 3 0.3540 0.645999998
 Q92 4 3 0.3580 0.641999990
 Q93 4 3 0.6750 0.324999988
 Q94 4 3 0.8290 0.171000004
 Q95 4 3 0.7595 0.240499973
 Q96 4 3 0.3810 0.618999988
 Q97 4 3 0.8215 0.178499997
 Q98 4 3 0.7105 0.289499998
 Q99 4 3 0.7015 0.298500001
Q100 4 3 0.8215 0.178499997
Q101 4 3 0.0695 0.930500001
Q102 4 3 0.3730 0.627000004
Q103 4 3 0.3350 0.664999992
Q104 4 3 0.8780 0.121999979
Q105 4 3 0.5005 0.499499977
Q106 4 3 0.6815 0.318499982
Q107 4 3 0.3440 0.655999988
Q108 4 3 0.9300 0.069999993
Q109 4 3 0.7670 0.232999980
Q110 4 3 0.6920 0.308000028
Q111 4 3 0.8850 0.115000010
Q112 4 3 0.2140 0.785999998
Q113 4 3 0.6165 0.383499980
Q114 4 3 0.4250 0.574999988
