ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 5 1 0.0610 0.938999999
  Q2 5 1 0.5135 0.486500025
  Q3 5 1 0.7185 0.281499982
  Q4 5 1 0.7340 0.265999973
  Q5 5 1 0.2175 0.782499999
  Q6 5 1 0.6080 0.392000020
  Q7 5 1 0.3610 0.638999999
  Q8 5 1 0.1085 0.891500004
  Q9 5 1 0.3480 0.652000010
 Q10 5 1 0.3280 0.671999991
 Q11 5 1 0.6935 0.306500018
 Q12 5 1 0.5985 0.401499987
 Q13 5 1 0.9515 0.048500001
 Q14 5 1 0.6145 0.385500014
 Q15 5 1 0.9105 0.089500010
 Q16 5 1 0.7200 0.279999971
 Q17 5 1 0.5675 0.432500005
 Q18 5 1 0.3985 0.601500005
 Q19 5 1 0.3725 0.627499998
 Q20 5 1 0.1915 0.808500007
 Q21 5 1 0.4970 0.502999991
 Q22 5 1 0.9660 0.033999979
 Q23 5 1 0.4710 0.529000014
 Q24 5 1 0.1355 0.864500001
 Q25 5 1 0.7325 0.267499983
 Q26 5 1 0.8855 0.114499986
 Q27 5 1 0.5045 0.495500028
 Q28 5 1 0.4180 0.581999987
 Q29 5 1 0.2395 0.760499999
 Q30 5 1 0.9980 0.001999974
 Q31 5 1 0.7365 0.263499975
 Q32 5 1 0.1495 0.850500003
 Q33 5 1 0.9470 0.052999973
 Q34 5 2 0.8260 0.174000025
 Q35 5 2 0.4360 0.564000010
 Q36 5 2 0.5195 0.480499983
 Q37 5 2 0.6185 0.381500006
 Q38 5 2 0.4650 0.534999996
 Q39 5 2 0.7850 0.214999974
 Q40 5 2 0.0630 0.936999999
 Q41 5 2 0.4270 0.573000014
 Q42 5 2 0.6590 0.341000021
 Q43 5 2 0.9645 0.035499990
 Q44 5 2 0.8785 0.121500015
 Q45 5 2 0.3395 0.660499990
 Q46 5 2 0.6985 0.301500022
 Q47 5 2 0.0355 0.964499999
 Q48 5 2 0.2845 0.715499997
 Q49 5 2 0.8610 0.138999999
 Q50 5 2 0.5310 0.468999982
 Q51 5 2 0.3200 0.680000007
 Q52 5 2 0.1750 0.825000003
 Q53 5 2 0.6495 0.350499988
 Q54 5 2 0.4420 0.557999998
 Q55 5 2 0.3505 0.649500012
 Q56 5 2 0.7670 0.232999980
 Q57 5 2 0.8625 0.137499988
 Q58 5 2 0.6740 0.325999975
 Q59 5 2 0.7585 0.241500020
 Q60 5 2 0.8255 0.174499989
 Q61 5 2 0.9895 0.010500014
 Q62 5 2 0.3700 0.629999995
 Q63 5 2 0.5715 0.428499997
 Q64 5 2 0.6490 0.351000011
 Q65 5 2 0.3480 0.652000010
 Q66 5 2 0.3620 0.638000011
 Q67 5 2 0.7630 0.236999989
 Q68 5 2 0.7625 0.237500012
 Q69 5 2 0.2560 0.743999988
 Q70 5 2 0.4525 0.547500014
 Q71 5 2 0.1200 0.880000003
 Q72 5 2 0.1255 0.874500006
 Q73 5 2 0.2415 0.758499995
 Q74 5 2 0.2285 0.771500006
 Q75 5 3 0.2155 0.784500003
 Q76 5 3 0.5340 0.466000021
 Q77 5 3 0.0515 0.948500000
 Q78 5 3 0.6870 0.313000023
 Q79 5 3 0.7130 0.287000000
 Q80 5 3 0.7455 0.254499972
 Q81 5 3 0.7145 0.285499990
 Q82 5 3 0.7250 0.274999976
 Q83 5 3 0.9165 0.083500028
 Q84 5 3 0.8395 0.160499990
 Q85 5 3 0.1700 0.829999998
 Q86 5 3 0.0780 0.921999998
 Q87 5 3 0.4165 0.583499998
 Q88 5 3 0.6120 0.388000011
 Q89 5 3 0.3545 0.645500004
 Q90 5 3 0.6220 0.378000021
 Q91 5 3 0.4500 0.550000012
 Q92 5 3 0.4510 0.548999995
 Q93 5 3 0.5830 0.416999996
 Q94 5 3 0.8125 0.187500000
 Q95 5 3 0.7530 0.246999979
 Q96 5 3 0.5410 0.458999991
 Q97 5 3 0.7675 0.232500017
 Q98 5 3 0.5800 0.420000017
 Q99 5 3 0.8570 0.143000007
Q100 5 3 0.9325 0.067499995
Q101 5 3 0.0255 0.974500000
Q102 5 3 0.3100 0.689999998
Q103 5 3 0.3835 0.616499990
Q104 5 3 0.8175 0.182500005
Q105 5 3 0.5800 0.420000017
Q106 5 3 0.7175 0.282500029
Q107 5 3 0.3475 0.652500004
Q108 5 3 0.9590 0.041000009
Q109 5 3 0.8275 0.172500014
Q110 5 3 0.5435 0.456499994
Q111 5 3 0.8585 0.141499996
Q112 5 3 0.2320 0.768000007
Q113 5 3 0.6035 0.396499991
Q114 5 3 0.4380 0.562000006
