ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 3 1 0.0970 0.90300000
  Q2 3 1 0.5860 0.41399997
  Q3 3 1 0.7660 0.23400003
  Q4 3 1 0.7100 0.29000002
  Q5 3 1 0.2635 0.73649999
  Q6 3 1 0.5740 0.42600000
  Q7 3 1 0.3810 0.61899999
  Q8 3 1 0.1140 0.88600000
  Q9 3 1 0.2655 0.73449999
 Q10 3 1 0.3355 0.66450000
 Q11 3 1 0.6965 0.30350000
 Q12 3 1 0.5895 0.41049999
 Q13 3 1 0.9635 0.03649998
 Q14 3 1 0.5465 0.45349997
 Q15 3 1 0.8885 0.11150002
 Q16 3 1 0.6750 0.32499999
 Q17 3 1 0.5320 0.46799999
 Q18 3 1 0.3275 0.67250001
 Q19 3 1 0.3460 0.65400001
 Q20 3 1 0.1710 0.82900000
 Q21 3 1 0.4360 0.56400001
 Q22 3 1 0.9750 0.02499998
 Q23 3 1 0.5335 0.46649998
 Q24 3 1 0.1515 0.84850000
 Q25 3 1 0.8135 0.18650001
 Q26 3 1 0.8525 0.14749998
 Q27 3 1 0.5135 0.48650002
 Q28 3 1 0.5195 0.48049998
 Q29 3 1 0.2670 0.73300001
 Q30 3 1 1.0000 0.00000000
 Q31 3 1 0.7260 0.27399999
 Q32 3 1 0.1540 0.84600000
 Q33 3 1 0.9090 0.09100002
 Q34 3 2 0.7920 0.20800000
 Q35 3 2 0.3330 0.66700000
 Q36 3 2 0.5750 0.42500001
 Q37 3 2 0.6355 0.36449999
 Q38 3 2 0.3880 0.61199999
 Q39 3 2 0.7930 0.20700002
 Q40 3 2 0.0655 0.93450000
 Q41 3 2 0.3710 0.62900001
 Q42 3 2 0.5935 0.40649998
 Q43 3 2 0.9655 0.03450000
 Q44 3 2 0.8795 0.12050003
 Q45 3 2 0.3620 0.63800001
 Q46 3 2 0.7635 0.23650002
 Q47 3 2 0.0585 0.94150000
 Q48 3 2 0.2535 0.74649999
 Q49 3 2 0.7880 0.21200001
 Q50 3 2 0.4485 0.55149999
 Q51 3 2 0.2210 0.77900000
 Q52 3 2 0.2255 0.77450000
 Q53 3 2 0.6815 0.31849998
 Q54 3 2 0.5015 0.49849999
 Q55 3 2 0.3035 0.69650000
 Q56 3 2 0.6725 0.32749999
 Q57 3 2 0.8170 0.18300003
 Q58 3 2 0.6110 0.38900000
 Q59 3 2 0.7665 0.23350000
 Q60 3 2 0.8090 0.19099998
 Q61 3 2 0.9605 0.03950000
 Q62 3 2 0.3695 0.63049999
 Q63 3 2 0.5210 0.47899997
 Q64 3 2 0.5835 0.41649997
 Q65 3 2 0.3605 0.63949999
 Q66 3 2 0.3545 0.64550000
 Q67 3 2 0.7865 0.21350002
 Q68 3 2 0.6910 0.30900002
 Q69 3 2 0.2695 0.73050001
 Q70 3 2 0.5070 0.49299997
 Q71 3 2 0.0670 0.93300000
 Q72 3 2 0.1230 0.87700000
 Q73 3 2 0.2405 0.75950000
 Q74 3 2 0.2290 0.77100000
 Q75 3 3 0.1735 0.82650000
 Q76 3 3 0.5910 0.40899998
 Q77 3 3 0.0550 0.94500000
 Q78 3 3 0.5795 0.42049998
 Q79 3 3 0.6305 0.36949998
 Q80 3 3 0.6465 0.35350001
 Q81 3 3 0.7675 0.23250002
 Q82 3 3 0.5875 0.41250002
 Q83 3 3 0.9495 0.05049998
 Q84 3 3 0.8160 0.18400002
 Q85 3 3 0.2235 0.77650000
 Q86 3 3 0.1190 0.88100000
 Q87 3 3 0.3835 0.61649999
 Q88 3 3 0.5705 0.42949998
 Q89 3 3 0.3555 0.64449999
 Q90 3 3 0.5965 0.40350002
 Q91 3 3 0.4145 0.58550000
 Q92 3 3 0.4080 0.59200001
 Q93 3 3 0.6255 0.37449998
 Q94 3 3 0.8610 0.13900000
 Q95 3 3 0.7550 0.24500000
 Q96 3 3 0.4555 0.54449999
 Q97 3 3 0.8230 0.17699999
 Q98 3 3 0.6430 0.35699999
 Q99 3 3 0.7210 0.27899998
Q100 3 3 0.8480 0.15200001
Q101 3 3 0.0520 0.94800000
Q102 3 3 0.3200 0.68000001
Q103 3 3 0.3990 0.60100001
Q104 3 3 0.8515 0.14850003
Q105 3 3 0.5220 0.47799999
Q106 3 3 0.6810 0.31900001
Q107 3 3 0.3855 0.61449999
Q108 3 3 0.9625 0.03750002
Q109 3 3 0.7980 0.20200002
Q110 3 3 0.6240 0.37599999
Q111 3 3 0.8395 0.16049999
Q112 3 3 0.1755 0.82449999
Q113 3 3 0.5725 0.42750001
Q114 3 3 0.4280 0.57200000
