ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 1 1 0.1420 0.8579999954
  Q2 1 1 0.6590 0.3410000205
  Q3 1 1 0.7460 0.2540000081
  Q4 1 1 0.7205 0.2795000076
  Q5 1 1 0.2400 0.7600000054
  Q6 1 1 0.6085 0.3914999962
  Q7 1 1 0.4155 0.5845000148
  Q8 1 1 0.0935 0.9064999968
  Q9 1 1 0.2640 0.7360000014
 Q10 1 1 0.2785 0.7215000093
 Q11 1 1 0.6930 0.3069999814
 Q12 1 1 0.5405 0.4595000148
 Q13 1 1 0.9430 0.0569999814
 Q14 1 1 0.3970 0.6029999852
 Q15 1 1 0.8865 0.1134999990
 Q16 1 1 0.6900 0.3100000024
 Q17 1 1 0.5495 0.4505000114
 Q18 1 1 0.2590 0.7409999967
 Q19 1 1 0.2445 0.7555000037
 Q20 1 1 0.1805 0.8194999993
 Q21 1 1 0.4340 0.5660000145
 Q22 1 1 0.9790 0.0210000277
 Q23 1 1 0.4900 0.5099999905
 Q24 1 1 0.2225 0.7775000036
 Q25 1 1 0.7335 0.2664999962
 Q26 1 1 0.8410 0.1589999795
 Q27 1 1 0.5085 0.4915000200
 Q28 1 1 0.5100 0.4900000095
 Q29 1 1 0.2085 0.7915000021
 Q30 1 1 0.9990 0.0009999871
 Q31 1 1 0.6960 0.3040000200
 Q32 1 1 0.1005 0.8994999975
 Q33 1 1 0.8855 0.1144999862
 Q34 1 2 0.8070 0.1930000186
 Q35 1 2 0.2535 0.7464999855
 Q36 1 2 0.5595 0.4405000210
 Q37 1 2 0.6485 0.3514999747
 Q38 1 2 0.3120 0.6879999936
 Q39 1 2 0.7880 0.2120000124
 Q40 1 2 0.0515 0.9484999999
 Q41 1 2 0.3030 0.6969999969
 Q42 1 2 0.5755 0.4244999886
 Q43 1 2 0.9660 0.0339999795
 Q44 1 2 0.8380 0.1620000005
 Q45 1 2 0.2450 0.7549999952
 Q46 1 2 0.7750 0.2250000238
 Q47 1 2 0.1425 0.8575000018
 Q48 1 2 0.1625 0.8375000060
 Q49 1 2 0.7270 0.2730000019
 Q50 1 2 0.4755 0.5245000124
 Q51 1 2 0.2665 0.7335000038
 Q52 1 2 0.1860 0.8139999956
 Q53 1 2 0.6605 0.3395000100
 Q54 1 2 0.5925 0.4075000286
 Q55 1 2 0.3135 0.6865000129
 Q56 1 2 0.6050 0.3949999809
 Q57 1 2 0.7865 0.2135000229
 Q58 1 2 0.6205 0.3794999719
 Q59 1 2 0.7315 0.2684999704
 Q60 1 2 0.8460 0.1539999843
 Q61 1 2 0.9495 0.0504999757
 Q62 1 2 0.3575 0.6425000131
 Q63 1 2 0.4920 0.5079999864
 Q64 1 2 0.4590 0.5410000086
 Q65 1 2 0.4225 0.5774999857
 Q66 1 2 0.4410 0.5589999855
 Q67 1 2 0.8130 0.1869999766
 Q68 1 2 0.6310 0.3690000176
 Q69 1 2 0.1700 0.8299999982
 Q70 1 2 0.4230 0.5769999921
 Q71 1 2 0.1220 0.8779999986
 Q72 1 2 0.0890 0.9109999985
 Q73 1 2 0.2035 0.7964999974
 Q74 1 2 0.1930 0.8069999963
 Q75 1 3 0.1475 0.8525000066
 Q76 1 3 0.6230 0.3769999743
 Q77 1 3 0.0515 0.9484999999
 Q78 1 3 0.5025 0.4975000024
 Q79 1 3 0.6400 0.3600000143
 Q80 1 3 0.6190 0.3809999824
 Q81 1 3 0.8195 0.1804999709
 Q82 1 3 0.5560 0.4440000057
 Q83 1 3 0.9425 0.0575000048
 Q84 1 3 0.7665 0.2335000038
 Q85 1 3 0.2740 0.7260000110
 Q86 1 3 0.1445 0.8554999977
 Q87 1 3 0.3495 0.6504999995
 Q88 1 3 0.5600 0.4399999976
 Q89 1 3 0.4185 0.5814999938
 Q90 1 3 0.5225 0.4775000215
 Q91 1 3 0.4445 0.5555000007
 Q92 1 3 0.3605 0.6394999921
 Q93 1 3 0.6885 0.3115000129
 Q94 1 3 0.7880 0.2120000124
 Q95 1 3 0.8225 0.1775000095
 Q96 1 3 0.3885 0.6114999950
 Q97 1 3 0.8515 0.1485000253
 Q98 1 3 0.6220 0.3780000210
 Q99 1 3 0.6215 0.3784999847
Q100 1 3 0.8330 0.1669999957
Q101 1 3 0.1130 0.8870000020
Q102 1 3 0.3485 0.6514999866
Q103 1 3 0.3555 0.6444999874
Q104 1 3 0.8520 0.1480000019
Q105 1 3 0.5210 0.4789999723
Q106 1 3 0.7565 0.2434999943
Q107 1 3 0.3595 0.6405000091
Q108 1 3 0.9545 0.0454999804
Q109 1 3 0.7935 0.2064999938
Q110 1 3 0.6660 0.3339999914
Q111 1 3 0.8665 0.1334999800
Q112 1 3 0.1690 0.8310000002
Q113 1 3 0.5005 0.4994999766
Q114 1 3 0.3975 0.6024999917
