ID Generation Chr Freq.Allele1 Freq.Allele2
  Q1 4 1 0.0765 0.923500001
  Q2 4 1 0.5410 0.458999991
  Q3 4 1 0.7340 0.265999973
  Q4 4 1 0.7600 0.240000010
  Q5 4 1 0.2325 0.767499998
  Q6 4 1 0.5615 0.438499987
  Q7 4 1 0.4005 0.599500000
  Q8 4 1 0.1395 0.860499993
  Q9 4 1 0.3135 0.686500013
 Q10 4 1 0.3105 0.689500004
 Q11 4 1 0.7020 0.297999978
 Q12 4 1 0.5735 0.426500022
 Q13 4 1 0.9565 0.043500006
 Q14 4 1 0.5590 0.440999985
 Q15 4 1 0.8755 0.124499977
 Q16 4 1 0.7370 0.263000011
 Q17 4 1 0.5380 0.462000012
 Q18 4 1 0.3275 0.672500014
 Q19 4 1 0.3415 0.658499986
 Q20 4 1 0.1860 0.813999996
 Q21 4 1 0.4900 0.509999990
 Q22 4 1 0.9750 0.024999976
 Q23 4 1 0.4805 0.519499987
 Q24 4 1 0.1265 0.873500004
 Q25 4 1 0.7630 0.236999989
 Q26 4 1 0.8880 0.111999989
 Q27 4 1 0.5055 0.494499981
 Q28 4 1 0.4400 0.560000002
 Q29 4 1 0.2560 0.743999988
 Q30 4 1 0.9960 0.004000008
 Q31 4 1 0.7485 0.251500010
 Q32 4 1 0.1495 0.850500003
 Q33 4 1 0.9365 0.063499987
 Q34 4 2 0.8015 0.198499978
 Q35 4 2 0.3745 0.625499994
 Q36 4 2 0.5575 0.442499995
 Q37 4 2 0.6510 0.348999977
 Q38 4 2 0.4160 0.583999991
 Q39 4 2 0.7730 0.226999998
 Q40 4 2 0.0720 0.928000003
 Q41 4 2 0.3740 0.625999987
 Q42 4 2 0.6160 0.384000003
 Q43 4 2 0.9670 0.032999992
 Q44 4 2 0.8515 0.148500025
 Q45 4 2 0.3385 0.661500007
 Q46 4 2 0.7690 0.231000006
 Q47 4 2 0.0555 0.944499999
 Q48 4 2 0.3330 0.666999996
 Q49 4 2 0.8395 0.160499990
 Q50 4 2 0.4480 0.551999986
 Q51 4 2 0.2505 0.749500006
 Q52 4 2 0.2145 0.785500005
 Q53 4 2 0.7085 0.291499972
 Q54 4 2 0.4380 0.562000006
 Q55 4 2 0.3510 0.648999989
 Q56 4 2 0.6705 0.329500020
 Q57 4 2 0.8365 0.163500011
 Q58 4 2 0.6340 0.365999997
 Q59 4 2 0.7805 0.219500005
 Q60 4 2 0.8000 0.199999988
 Q61 4 2 0.9735 0.026499987
 Q62 4 2 0.3755 0.624500006
 Q63 4 2 0.5355 0.464500010
 Q64 4 2 0.6490 0.351000011
 Q65 4 2 0.3625 0.637499988
 Q66 4 2 0.3195 0.680500001
 Q67 4 2 0.7310 0.268999994
 Q68 4 2 0.6795 0.320500016
 Q69 4 2 0.2660 0.733999997
 Q70 4 2 0.4770 0.523000002
 Q71 4 2 0.0760 0.924000002
 Q72 4 2 0.1100 0.890000001
 Q73 4 2 0.3015 0.698500007
 Q74 4 2 0.2280 0.772000000
 Q75 4 3 0.1770 0.822999999
 Q76 4 3 0.5720 0.427999973
 Q77 4 3 0.0490 0.951000001
 Q78 4 3 0.6615 0.338500023
 Q79 4 3 0.6670 0.333000004
 Q80 4 3 0.6175 0.382499993
 Q81 4 3 0.7525 0.247500002
 Q82 4 3 0.6990 0.300999999
 Q83 4 3 0.9280 0.072000027
 Q84 4 3 0.8370 0.162999988
 Q85 4 3 0.1955 0.804499999
 Q86 4 3 0.0915 0.908500001
 Q87 4 3 0.3760 0.624000013
 Q88 4 3 0.5525 0.447499990
 Q89 4 3 0.3355 0.664499998
 Q90 4 3 0.5755 0.424499989
 Q91 4 3 0.4105 0.589500010
 Q92 4 3 0.4150 0.585000008
 Q93 4 3 0.6205 0.379499972
 Q94 4 3 0.8380 0.162000000
 Q95 4 3 0.7165 0.283500016
 Q96 4 3 0.5095 0.490499973
 Q97 4 3 0.7940 0.205999970
 Q98 4 3 0.5970 0.402999997
 Q99 4 3 0.7985 0.201499999
Q100 4 3 0.8980 0.101999998
Q101 4 3 0.0485 0.951499999
Q102 4 3 0.3070 0.692999989
Q103 4 3 0.3745 0.625499994
Q104 4 3 0.8570 0.143000007
Q105 4 3 0.5645 0.435500026
Q106 4 3 0.7300 0.269999981
Q107 4 3 0.3760 0.624000013
Q108 4 3 0.9595 0.040499985
Q109 4 3 0.8465 0.153500021
Q110 4 3 0.6075 0.392499983
Q111 4 3 0.8500 0.149999976
Q112 4 3 0.2205 0.779499993
Q113 4 3 0.5305 0.469500005
Q114 4 3 0.4145 0.585500002
